@relation dwt_64

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute a100 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
30,217.0655,238.794,8.409841,224.597125,-7.03125,4.98075,4.704702,0.293,-42.156999,36.736319,30.27909,-4.186337,-26.7095,29.2965,16.133559,-0.585875,-14.639232,12.291637,8.09682,0.207182,-253.19825,-232.78825,8.259463,-239.117625,-5.274,7.7885,5.261665,-0.885125,-36.045475,41.190031,29.890943,4.207904,-28.76,22.949,15.65592,1.004,-14.36346,14.432049,8.335934,-0.196399,400.60825,419.77525,8.507933,411.071,-16.28275,15.06225,13.310669,-0.708,-71.74659,63.528595,53.006977,-2.718826,-39.305,41.2095,26.589869,0.018187,-17.746259,17.818384,11.397192,-0.24983,125.806,167.236,17.561491,149.304063,-35.62,20.459,22.125608,-3.991563,-76.753259,68.086605,52.407493,-1.735284,-49.0235,36.2795,26.267456,-0.445719,-22.925816,26.171436,14.782188,-0.025876,-120.45875,-68.3355,23.935323,-93.298313,-37.085,46.24025,36.379651,-1.599187,-90.21834,90.632351,67.010535,-0.198653,-58.008,64.9415,37.031953,3.283719,-33.007745,29.623531,16.715505,-0.513647,5
31,212.81775,252.95425,16.200545,228.3815,-11.10875,21.38675,11.932257,2.14825,-44.95396,39.429335,32.374216,-2.270166,-29.2475,29.9315,17.037678,0.152625,-9.944043,11.601501,6.415494,-1.32503,-265.112,-224.90225,16.413981,-241.741688,-21.97225,10.25425,11.941704,-2.300813,-39.152856,44.055934,31.40746,1.860089,-29.1995,28.9555,16.607232,0.241094,-12.981773,11.048543,6.825518,1.236442,398.556,450.219,20.058562,417.060063,-20.77725,17.0655,15.394643,5.401562,-71.261161,66.363032,51.83366,-7.556718,-41.6025,30.032,26.675798,-1.356344,-17.816262,16.503165,10.751062,-1.827672,170.38575,212.256,15.97881,185.32725,-22.29025,33.49625,19.89077,4.297,-78.237476,69.640472,53.734743,-11.005233,-47.6075,40.625,30.405209,-0.714188,-18.920763,17.884852,11.056125,-1.855758,-103.418,-36.3285,25.244422,-78.472938,-36.816,28.10075,25.84475,1.703188,-88.388348,92.151216,66.282381,-13.107152,-52.344,48.3885,35.982233,-1.144344,-23.063702,30.245078,16.606943,-2.242081,5
32,208.7155,233.98425,10.751581,221.36225,-11.08375,7.8855,7.413236,1.184125,-35.631111,39.360038,28.278693,11.048543,-37.109,23.3395,18.754551,0.646875,-13.60332,14.708528,7.459228,-1.791146,-246.72875,-223.2425,9.980919,-235.479938,-8.30075,11.59625,7.670905,-1.007187,-39.878701,34.146894,28.217613,-11.199643,-21.631,35.693,18.310424,-0.906406,-15.74444,11.669383,7.817191,1.663623,385.0575,451.63475,26.247375,413.904125,-23.60575,18.167,17.164103,-3.318625,-64.70416,69.09105,44.630151,13.603851,-42.382,33.8845,28.908616,2.190875,-16.364572,17.819091,11.449399,-2.226326,170.4095,225.83025,21.581458,200.958563,-23.55875,10.44925,12.525681,-6.341313,-56.796938,81.553454,47.492375,17.639,-48.242,48.3885,31.898584,0.833219,-25.135525,28.656917,13.610763,-2.086871,-117.62725,-71.80175,16.279885,-96.240375,-26.14725,9.37475,16.038858,-9.8635,-86.28223,99.747665,60.73569,14.717102,-49.268,45.7525,32.953611,3.643875,-24.10032,28.311848,15.523857,-1.70479,5
33,186.03525,234.47225,17.369399,213.08575,-6.10325,4.5165,3.778889,-1.220625,-41.70834,37.70258,25.409286,-7.993047,-27.588,19.629,17.091182,-0.7385,-14.362753,12.981773,7.371165,-1.98096,-249.8045,-201.07375,17.404499,-227.905,-6.37225,6.0545,4.646552,1.02525,-38.738491,41.466509,25.250694,8.174154,-21.582,26.904,16.387476,0.451563,-13.465434,12.913184,7.079672,1.877413,382.88825,434.91075,20.301442,404.297063,-12.13275,15.8215,10.294458,4.688062,-58.869114,68.433087,46.911778,-10.28721,-40.481,36.964,28.951707,-2.198344,-16.436697,18.717116,11.626637,-2.679957,194.3845,250.29325,22.598269,212.207438,-9.47325,9.082,6.938673,1.537938,-61.837549,74.682143,49.3167,-9.486147,-43.7015,40.674,29.044842,-4.388344,-22.165676,24.513978,13.566967,-2.442855,-145.679,-65.21,30.207914,-105.713188,-18.9215,30.10275,19.933307,14.770313,-86.523354,85.729626,65.612602,-14.242324,-53.223,47.949,36.542453,-3.558344,-26.171436,29.140578,17.097342,-2.762158,5
34,207.8615,235.08325,10.732624,217.865125,-7.88575,9.8635,6.501493,1.751875,-50.097808,45.126494,33.915152,3.128948,-26.2205,23.0465,14.976916,1.083313,-12.981773,14.708528,7.821179,0.412199,-250.04875,-224.41425,10.273925,-233.160375,-9.47275,6.836,5.96596,-2.0935,-45.437268,51.652383,33.663255,-3.318894,-25.635,25.781,14.873369,-1.107688,-13.741206,11.187136,7.137951,-0.274092,396.28925,412.3045,6.215193,401.862938,-13.03275,14.6995,13.454374,0.581563,-64.878461,74.1953,53.714874,2.359483,-37.353,39.2615,26.189644,0.534094,-18.988646,17.741309,12.155134,0.347609,223.6085,250.3425,9.718732,237.921438,-13.3055,13.794,12.122037,-0.958313,-66.671684,72.886092,52.773817,1.057434,-32.813,40.43,26.387523,2.029531,-22.787223,20.301743,12.783889,0.830784,-140.62475,-82.08,20.737373,-110.235438,-29.834,23.41325,19.493841,-1.507688,-84.521534,91.012067,62.872925,3.232494,-53.467,51.172,35.812751,-3.372281,-25.549182,29.278463,16.552579,0.135963,5
35,196.24,221.2405,9.258225,208.673188,-15.112,20.94725,14.473217,0.885063,-38.70455,45.920221,30.163571,1.480195,-21.5335,26.2695,15.615828,0.436406,-18.368513,15.053596,8.606115,1.914116,-234.1795,-212.79325,8.442702,-223.577938,-20.82475,14.06275,14.81297,-0.506188,-47.95775,40.051235,30.820967,-1.083243,-27.832,23.1445,15.713601,-0.747719,-13.604027,16.918237,7.726478,-1.974485,350.807,406.3975,22.641056,367.939625,-21.2405,23.0485,16.027879,-2.471,-64.913817,69.09105,49.46999,7.971657,-33.155,42.086,26.717003,1.712312,-19.749492,17.260477,12.175393,2.431784,206.56675,267.5545,23.452495,227.905188,-27.12425,20.48375,18.277991,-6.371688,-71.228634,68.019076,49.194285,3.081616,-40.381,42.09,26.470487,4.144281,-28.450441,23.132998,14.392475,3.142051,-163.81825,-81.9335,32.604362,-137.566938,-18.165,33.10575,20.841986,-0.946188,-88.629825,101.334766,67.767675,14.971351,-52.4905,46.8745,33.646989,0.967281,-25.273411,29.001985,15.182296,2.798795,5
36,186.475,228.44275,16.948991,215.613,-7.93425,11.352,7.990983,2.1485,-44.400649,45.575507,28.664101,-6.007491,-20.5565,35.6445,17.872146,-0.219813,-20.646811,9.874746,8.177089,1.12209,-242.72475,-202.02675,16.105928,-229.59,-12.0605,9.91175,8.746912,-2.57575,-46.748951,44.436004,28.858481,5.921401,-36.523,20.166,17.975329,0.250313,-10.841361,19.680196,7.816794,-1.160981,327.19675,392.992,25.940843,364.82575,-16.087,26.24525,16.835581,3.815,-68.745275,64.392679,45.335788,-12.745423,-37.203,42.3845,27.750775,-1.98025,-20.646811,14.086981,12.591109,1.616534,194.0915,262.207,25.352802,236.065938,-20.654,15.40525,14.647257,2.679812,-71.435816,68.673503,47.486563,-13.54768,-42.6265,54.4435,30.938887,-1.229844,-22.925816,21.061175,12.989007,1.150352,-185.0095,-124.38975,24.377639,-148.352,-18.43275,16.40625,13.073712,-0.30525,-102.88934,76.269598,61.9123,-23.771516,-47.9005,44.336,33.551207,-4.52275,-27.138051,25.412004,16.233714,2.490342,5
37,190.3325,221.069,13.880659,206.683438,-10.22975,7.251,6.32715,-0.970437,-47.405146,45.091846,30.018561,9.594157,-22.0705,25.488,16.673465,1.303156,-15.882325,11.117133,7.69885,1.422146,-235.5465,-207.959,13.171643,-222.027563,-9.619,9.15525,7.1138,0.897187,-45.195791,46.438177,29.868637,-9.551112,-26.074,20.41,16.084921,-1.357969,-12.775298,15.260779,7.768028,-1.439382,332.61475,378.91025,18.214405,361.963188,-23.579,12.60025,13.869939,-4.795937,-73.884173,64.803155,50.406865,12.205768,-39.351,42.0455,27.589529,2.442156,-20.232446,16.158097,11.975383,2.179458,207.10375,250.80575,17.436959,233.153938,-18.87125,17.01725,17.714269,-0.976063,-84.382234,77.444456,55.800294,13.922977,-41.601,48.4355,26.726892,3.375094,-21.337654,18.022738,12.76781,1.286205,-169.3605,-108.203,23.622327,-133.148313,-35.66875,43.0665,30.812288,-5.828813,-90.529113,80.965494,64.21148,13.409352,-52.3435,58.154,37.94544,4.171781,-23.478066,28.173963,16.755204,2.591657,5
38,173.55925,211.96275,14.021588,194.720375,-14.8435,13.8185,11.167452,2.325625,-42.571717,36.460193,29.129704,-4.018223,-28.2225,31.2015,16.954358,0.454812,-13.741913,11.73868,7.221123,-0.593484,-225.879,-190.72275,13.038983,-210.150125,-14.13575,13.428,10.970299,-3.009,-36.942794,41.293975,28.838923,3.897219,-27.9785,25.342,16.511025,0.192437,-13.534731,14.846414,7.711252,0.438053,325.4145,363.49925,15.690842,346.312688,-22.28975,18.09425,18.576089,-0.926063,-69.98554,59.453892,49.992394,-3.047232,-40.382,34.9135,26.874316,-0.329156,-17.401898,17.95132,11.473203,-0.458139,200.659,259.25325,26.159426,228.833,-37.1095,32.54475,27.035448,2.209625,-64.737394,62.562333,47.686025,-2.399832,-53.2225,40.6255,28.683279,-3.631437,-21.406951,25.204114,12.203331,-0.073362,-200.16875,-99.63375,41.950234,-145.794188,-34.30175,56.7145,36.945314,-3.496562,-100.884339,78.824375,67.387175,-0.685849,-67.8715,48.877,35.774987,-4.641906,-30.795915,28.519031,16.409711,-0.006519,5
39,192.261,207.88575,6.638668,200.805688,-15.13725,18.091,12.611584,3.271313,-39.15321,33.249222,27.959243,-2.95195,-26.953,24.2185,16.376983,1.037531,-12.291637,14.708528,7.410259,-1.363898,-223.24225,-206.3965,7.245594,-215.6615,-15.7715,14.9905,12.212719,-2.355875,-32.040776,38.600252,27.605225,2.891448,-21.582,23.4865,15.552371,-1.025313,-16.91753,13.741206,7.943033,1.273146,358.7875,408.27575,17.644791,385.783813,-22.72875,18.9975,16.789818,2.643188,-67.499706,66.740627,50.32071,-8.187634,-41.5995,31.203,26.9734,-0.649844,-15.329368,18.019909,10.890419,-2.703777,239.0375,279.6145,16.254141,262.616688,-26.75775,26.2445,18.938552,-0.921688,-61.353534,67.673654,49.165615,-8.307753,-38.379,38.477,28.162032,4.397906,-22.097087,26.10214,12.766296,-2.108349,-141.6015,-69.971,26.779531,-97.082625,-22.14275,20.459,16.247211,-0.305,-98.435628,78.755432,68.250077,-13.206368,-68.164,52.3435,38.198744,-3.93675,-24.928342,32.869152,15.407444,-4.061135,5
40,165.28275,209.375,15.866043,187.780625,-9.2775,2.97875,4.857063,-1.965375,-51.927447,43.295795,32.033098,8.562444,-31.3965,22.217,17.520351,0.994875,-12.843888,14.777118,7.249871,-0.927901,-222.827,-182.813,14.608115,-203.155625,-3.076,10.1315,5.520303,2.508625,-45.50621,50.754711,32.235413,-8.825665,-25.83,31.934,17.659189,-0.9735,-15.054303,12.084455,7.641916,0.761687,349.61175,399.19625,21.416957,374.1955,-15.94425,5.95875,8.645299,-3.60125,-68.881746,70.744619,47.243918,12.983364,-42.0435,35.3525,28.966211,2.471375,-15.25795,18.78217,12.07444,-2.128082,251.05,304.1995,21.086477,268.341438,-7.78725,-2.8565,1.843454,-5.608812,-72.61032,70.642442,48.241354,15.273551,-42.139,40.6735,28.446334,2.011344,-20.163857,26.239318,12.714705,-0.813548,-114.33125,-46.60625,28.028702,-84.088188,-3.10075,2.514,2.044237,0.042562,-68.467028,89.66609,53.953606,19.865767,-61.963,58.5445,39.807231,3.707844,-29.002692,35.286043,16.722496,-3.351222,5
41,156.86025,188.306,12.118459,170.654438,2.1725,12.2805,4.294361,4.846313,-49.408026,38.290186,29.390044,-8.959529,-24.2675,20.5565,15.831597,-1.293969,-10.289111,12.43023,6.267279,-1.06161,-204.02825,-171.21575,12.430693,-186.242563,-14.13575,-1.22025,5.2796,-5.029063,-39.70546,49.476615,29.76226,9.046061,-23.7795,24.6095,15.937044,1.415969,-12.636705,8.49306,6.281636,1.048794,327.637,391.18625,25.382703,354.57325,-11.109,19.55775,10.959027,5.548125,-60.285449,68.434148,47.263909,-10.698702,-36.9155,38.6725,28.301657,-1.66925,-16.850355,19.475842,11.817172,-1.94883,220.752,304.127,31.637365,256.165,-13.916,16.9675,14.635026,2.0995,-71.262929,61.388536,48.001531,-13.292724,-37.989,44.287,30.114796,-1.355125,-21.959201,18.161331,12.632439,-0.77711,-115.67375,-18.13975,40.296887,-87.457313,-34.4235,29.85875,23.624383,1.739562,-81.65563,72.126306,59.011166,-11.691613,-52.3445,43.0665,37.383452,-4.916469,-27.275937,24.238206,16.452421,-2.375901,5
42,186.27925,199.58475,5.191138,191.565125,-15.86925,14.69725,13.219507,-0.634625,-36.321954,40.050882,26.620061,3.443964,-21.4355,25.3415,15.33948,0.94,-13.326842,16.29669,8.243168,0.91504,-214.2335,-202.6365,4.855197,-205.834813,-13.8675,16.91925,12.529258,0.402688,-39.532926,37.77223,26.628417,-3.254061,-26.8065,23.1935,15.723301,-0.970469,-15.74444,11.325022,7.501138,-0.729314,359.008,374.53575,6.600744,366.473375,-21.0445,18.43575,17.635745,-0.3715,-65.011397,68.57168,51.868369,1.291177,-32.5705,42.9715,26.700639,0.834062,-22.030619,19.058649,12.452493,0.75329,273.143,309.71775,14.527766,286.499313,-24.7325,15.6485,18.903718,-3.454937,-60.042205,63.871541,49.468944,2.294871,-36.3795,35.548,24.64142,0.897594,-30.176489,19.954553,13.784597,0.867156,-58.86225,-14.038,16.856078,-41.064375,-37.13325,16.9675,23.547115,-6.909,-89.700031,89.596793,67.323587,-1.087619,-47.998,58.1545,34.534226,-0.244063,-29.416349,25.549182,15.933934,0.505007,5
43,148.364,172.0705,9.536578,164.7645,-14.648,17.9445,13.240891,-1.299875,-32.662323,44.884664,30.441146,3.189317,-23.7305,32.0315,17.154317,-0.24725,-13.465434,13.948388,7.473387,1.944278,-184.9605,-162.84225,9.314243,-178.96125,-18.579,16.01525,13.760353,1.995875,-45.989518,32.938095,30.567799,-3.241377,-33.1545,21.4845,17.265747,0.192187,-12.705295,11.255726,6.676657,-1.840599,320.01875,354.9295,15.068233,337.67625,-20.948,19.99375,15.37726,-2.534375,-67.774771,70.673909,50.92063,8.360742,-34.1315,42.8665,26.428828,0.863187,-17.263305,16.434576,11.625166,2.608826,233.228,285.499,20.259904,258.728563,-25.95375,30.907,20.566647,-0.453313,-64.598094,80.963019,52.197994,11.048499,-51.271,44.4355,28.375946,-3.326594,-23.201588,23.064409,13.946914,2.654147,-70.85,3.88175,31.589998,-39.013688,-29.29725,19.0915,18.906809,-3.271688,-82.381122,82.898371,64.094751,8.536502,-53.321,44.7265,33.581345,-1.794469,-24.306796,21.406244,14.677901,2.900221,5
44,158.64275,199.36525,15.500664,176.159813,-8.88675,14.6485,8.432149,3.515813,-36.702024,44.677481,26.930572,-5.394827,-22.8515,34.4725,17.103012,1.129219,-16.434576,11.67009,8.136154,1.786748,-214.258,-171.72875,16.041052,-190.344375,-14.1845,10.81525,8.897387,-1.73325,-45.333323,35.424636,26.595958,4.95452,-35.0095,19.189,16.834113,-1.06825,-9.598267,15.881618,7.540488,-1.644288,314.209,370.0935,25.584132,344.452063,-5.19975,24.171,11.984266,6.952187,-70.781389,65.635773,45.723315,-12.192863,-37.157,42.6275,28.905725,-1.382594,-19.887378,14.777118,12.383836,2.284905,241.7975,295.287,25.333355,269.275125,-1.83,22.8525,10.281078,7.849375,-71.745175,65.533242,47.278858,-7.845703,-47.51,64.745,31.039414,-1.904313,-27.207348,22.166383,13.827674,2.723378,-51.2455,33.00775,31.578012,-16.620063,-27.9545,33.83825,22.189658,2.947938,-101.060408,90.632705,62.450254,-21.67817,-59.5215,52.9785,37.500625,-5.697719,-23.063702,28.864099,16.285229,2.388806,5
45,143.77475,174.14525,11.308551,157.31225,-10.7905,9.10675,7.963246,-1.135125,-45.022549,40.603132,27.417309,5.653672,-25.195,27.5385,17.893565,0.103812,-13.879799,14.501346,7.347592,1.622722,-188.257,-157.83675,11.071668,-171.295313,-6.61625,10.449,7.796361,1.849312,-39.39504,44.297411,27.2578,-5.6409,-28.2715,21.728,17.794878,-0.332719,-14.570642,13.60332,7.371491,-1.616291,297.24225,353.1715,21.694203,327.368375,-16.504,8.71775,8.973332,-3.466875,-73.092214,62.909169,47.752473,10.332421,-38.1335,40.041,27.78878,1.923125,-18.575695,17.67767,11.285561,1.933274,214.33125,261.30375,17.200106,235.064813,-17.65125,17.45625,14.084785,0.067188,-79.549159,63.908664,49.605828,5.822096,-49.0235,39.844,28.574186,-1.199406,-22.85652,21.752019,13.404058,1.974485,-32.98325,39.698,27.003605,0.073563,-25.561,1.5135,10.322482,-12.683063,-89.631441,89.83827,63.786067,15.908091,-53.0275,43.8475,33.229478,1.470969,-22.373566,24.996932,15.106377,2.132082,5
46,147.02175,165.1365,7.386188,152.441438,-11.01075,8.5445,7.120428,-2.490438,-46.645359,36.287659,30.987157,-5.489756,-25.7325,25.781,15.053147,0.213719,-13.119659,14.018392,7.115538,-0.686181,-177.759,-160.742,6.618316,-166.528188,-8.569,11.011,7.039505,2.221937,-36.978856,45.333323,31.282557,5.101113,-24.805,24.3655,14.889238,0.244094,-16.089508,13.188956,7.737426,0.819912,311.2285,337.23025,10.56579,323.22225,-18.944,18.40825,17.326405,0.079875,-72.160247,58.070791,50.818338,-3.52643,-41.407,35.0585,26.582617,0.057375,-19.956675,17.331894,11.363885,-0.981995,213.57425,232.22475,7.345768,219.77475,-20.65425,12.05925,11.887108,-1.770375,-73.161864,57.556017,50.460128,-6.145642,-40.479,36.377,25.099694,1.220875,-24.237499,30.935922,14.085882,-1.4284,2.17325,32.51925,11.959427,19.866875,-22.09475,22.55825,18.280067,3.594875,-91.875445,90.459817,66.171404,-4.354629,-55.371,56.7385,34.369128,-2.029375,-26.516504,20.025264,15.515552,-1.387476,5
0,96.33825,129.41925,11.804981,114.410563,-5.63975,7.91025,5.519053,-0.018313,-43.123968,40.08553,32.541224,-0.789794,-23.34,28.711,15.171358,1.315281,-12.706002,13.60332,6.82598,-1.456618,-145.459,-113.89125,11.244649,-131.03625,-5.98125,6.0055,4.98516,0.616375,-39.981585,43.503684,32.108062,0.48755,-31.348,22.5585,15.487519,-1.2055,-14.501346,10.634179,6.719222,1.482494,55.32225,73.9015,7.223912,66.748063,-15.601,12.91475,12.949955,-0.183187,-62.666278,73.472991,53.85247,3.798003,-40.4295,37.451,27.149265,0.830094,-16.779644,18.299216,11.429729,-1.709055,178.17425,219.7265,17.848619,198.468063,-15.91825,6.46975,8.077911,-4.095687,-61.630013,75.681992,51.950016,3.862527,-38.721,53.1735,30.333913,5.850156,-26.723687,27.207348,13.351591,-1.974485,-306.44675,-231.27325,28.55196,-278.832188,-25.2675,21.14325,16.449851,-1.549437,-86.973073,84.381881,68.023248,1.854874,-53.125,47.508,34.521847,0.628469,-24.513978,27.206641,15.193465,-1.747946,5
1,117.09025,165.1855,17.342286,138.092125,-14.67275,9.22875,9.410746,0.65325,-37.288923,49.822037,29.041683,-4.10449,-22.0215,25.4885,13.949374,-1.309312,-14.018392,12.981773,8.26632,-0.071153,-182.9585,-132.6655,18.219816,-154.144063,-8.008,14.28225,9.030685,-0.091438,-49.891333,38.600959,28.97328,3.931735,-29.9805,23.145,14.32213,1.010219,-12.222341,13.05107,7.519756,0.071263,41.9925,96.14275,23.405219,67.907875,-19.7025,29.9805,17.771732,6.2865,-61.526775,68.639209,46.981233,-11.566322,-33.008,39.4535,27.407509,-0.81175,-18.644284,18.575695,12.328412,-0.561089,210.42475,283.129,25.734973,245.971563,-19.46025,14.42825,14.244343,5.187563,-60.696278,76.164593,46.491575,-12.377948,-34.766,43.2135,25.933321,2.209656,-26.171436,27.828894,15.458008,-0.358172,-338.67275,-231.642,42.874753,-299.480438,-11.03475,13.8675,9.670931,3.619188,-89.97757,70.915032,57.569974,-20.125717,-56.3975,72.5065,43.345397,-0.644719,-27.483826,25.066228,16.776662,-2.142953,5
2,115.91825,140.84425,9.848194,129.449438,-4.56525,6.66525,4.222098,0.689813,-38.669902,44.436358,28.394281,8.359903,-23.1935,31.445,19.284351,1.705969,-14.017685,16.365279,8.456394,2.185954,-157.5195,-133.10525,9.65998,-145.818938,-5.66375,6.006,4.458533,-0.738563,-43.192911,40.119825,28.054672,-7.798725,-31.592,25.0975,19.456801,-1.760906,-15.53655,12.498819,7.799113,-2.224845,32.86125,92.35825,25.652987,62.499875,-17.89525,8.13025,10.252328,-5.554125,-67.292524,69.432936,45.800207,12.645367,-32.9105,42.871,28.902618,2.233813,-17.815555,16.29669,12.114927,2.719047,233.00725,312.62325,28.959296,268.988438,-1.489,7.64025,3.399338,2.190688,-71.435816,91.426432,51.710865,13.478295,-34.375,57.0785,29.125317,5.447406,-39.778292,46.336,16.540536,3.333942,-357.95925,-280.12925,33.727662,-324.739063,-31.32275,19.7285,18.627465,-5.145188,-93.811857,90.700233,62.568489,14.453484,-49.0245,46.195,33.468195,1.583094,-23.827377,25.89425,15.679532,3.074832,5
3,74.5605,119.043,16.922571,102.435375,-4.76075,11.62125,6.495062,0.946,-37.047446,47.819864,29.57144,-5.623443,-27.002,26.416,17.147146,-0.888063,-15.813029,12.567409,8.162099,1.430698,-136.2795,-89.67225,17.586507,-118.469063,-13.1835,4.419,7.071262,-1.733437,-49.269079,38.428425,30.098904,5.800618,-27.344,24.2675,17.416431,1.068031,-14.9843,14.362753,7.959051,-1.497674,24.243,63.18325,14.579518,39.440938,-16.62625,24.31675,15.255932,2.075438,-69.951245,64.978871,51.778955,-5.412151,-35.9375,40.576,26.945605,-0.555406,-19.403717,14.570642,12.407857,2.481658,236.62,300.026,23.890687,266.2725,-18.799,10.2295,13.585988,-4.0285,-72.680324,71.746943,52.473078,-8.053858,-45.901,44.822,29.354396,-3.56475,-27.552416,30.176489,14.509924,2.334601,-399.46675,-315.164,30.655276,-360.182438,-38.0875,34.841,28.522936,3.296437,-83.695987,72.440261,61.529101,-4.445183,-52.833,52.9275,33.36476,-2.405719,-26.794397,33.765056,17.372858,3.728198,5
4,87.7685,137.59775,17.901058,111.853063,-15.0145,18.75,12.344176,0.292938,-47.370497,37.806878,31.577155,-2.149384,-25.2445,29.2485,16.639851,-0.109781,-14.639232,10.496293,7.10898,1.536477,-153.07625,-103.907,17.467908,-127.44775,-18.6765,12.012,11.986989,0.1405,-37.979412,44.677835,31.227395,0.876282,-28.809,22.705,16.239062,0.533937,-12.153044,13.604027,7.380052,-1.374527,36.88925,73.02225,12.809006,54.699625,-21.0935,19.55575,16.820477,2.746625,-74.128832,61.87149,52.848444,-5.394783,-40.821,41.943,27.471743,-0.738563,-20.301743,16.779644,11.362064,1.618391,287.429,328.687,16.937918,305.848,-28.151,28.0525,22.42719,1.34175,-84.074643,63.149585,54.397209,-6.388003,-46.5315,38.527,28.193352,-3.741938,-26.240733,24.444681,12.727974,1.575125,-388.06225,-339.86775,18.560264,-357.8485,-19.582,30.275,21.201946,8.40975,-89.009187,84.177527,67.763119,-7.103418,-51.268,47.656,37.346548,-4.601188,-29.144113,28.036784,15.013707,1.212909,5
5,82.031,107.617,9.194795,96.112,-9.7165,8.4475,6.556005,-1.593,-46.472472,41.224679,29.895922,4.475456,-31.934,26.416,16.082028,-0.991875,-12.636705,13.60332,6.502118,-0.437964,-124.78025,-100.61025,8.600284,-112.54275,-7.03125,9.78975,6.260947,2.4475,-43.641923,44.401003,30.457801,-4.596548,-26.3175,29.199,15.618158,0.521813,-15.053596,12.567409,7.202498,0.364646,8.81375,68.11525,22.19493,36.615,-22.3635,21.142,15.492898,-2.15475,-69.709061,63.528595,46.976102,12.269894,-44.5805,36.182,27.50328,1.321438,-17.884852,16.228101,11.214663,0.015026,268.971,337.352,24.711149,306.909,-22.848,6.95875,11.704315,-5.992625,-70.365256,70.469908,53.715706,16.029227,-51.563,37.161,30.64923,-2.734,-23.753838,23.960313,12.252578,-0.690667,-419.5325,-364.84425,23.72177,-389.440813,-30.02825,12.2785,16.033819,-4.456188,-85.144142,108.10001,66.29753,19.420644,-49.61,42.7255,35.85606,2.398531,-25.413418,27.761012,15.904515,1.018388,5
6,62.86625,118.70125,20.462401,87.548938,-10.98675,16.77225,10.122916,4.992438,-39.394687,33.214573,24.418212,-7.897808,-29.6385,23.9255,18.638658,-0.610406,-9.666857,12.843888,6.520914,-1.609706,-133.47225,-79.90725,19.474739,-103.662375,-15.45325,8.34925,8.984772,-4.711625,-33.110629,38.70455,24.462732,7.267997,-23.926,28.418,18.327177,0.378375,-13.534731,10.288404,7.093829,1.510468,27.27075,89.746,24.738677,49.7255,-15.35625,15.2835,11.72836,4.229875,-69.536527,62.735221,45.74979,-14.747331,-43.555,30.762,29.093381,-3.372125,-15.053596,17.401898,11.416169,-2.872224,275.465,351.10075,27.999686,305.58,-17.67675,10.81275,11.250623,1.403,-64.566627,58.247214,43.422302,-12.663399,-48.1935,38.671,30.894011,-3.67425,-21.130472,23.130877,11.893758,-3.047012,-423.0755,-349.56125,28.15798,-391.340563,-22.92775,19.31075,15.919913,3.618188,-87.871453,100.262438,62.578498,-13.125183,-53.8115,39.5545,32.555735,-2.840094,-28.517616,22.853691,16.475997,-3.635744,5
