@relation dwt_32_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute 7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
20,82.346474,114.800907,105.021709,-122.949959,-91.08101,-113.566918,483.505475,519.493674,499.53205,11.741917,33.14563,73.092921,49.062427,120.600244,165.38273,141.809558,5
21,101.853782,129.924154,116.113297,-140.903047,-113.523872,-127.524233,483.958023,531.295287,507.790173,12.173374,33.456404,65.462885,47.46578,130.683586,168.697293,148.965213,5
22,80.205708,95.466133,86.765626,-103.683774,-90.632705,-96.596973,449.472425,488.964339,468.241691,11.979276,14.535641,30.210784,20.569294,120.532715,150.329487,133.09155,5
23,79.204091,95.258597,85.487884,-104.788629,-91.806502,-97.046075,449.748197,480.606337,464.815759,11.705358,-8.0444,36.39125,10.323582,93.774734,163.898159,123.26913,5
24,94.39628,117.356745,105.125477,-128.025218,-104.408912,-115.768141,463.621632,504.778782,483.199651,13.043318,5.455329,50.789005,25.627406,115.94041,178.363796,142.71598,5
25,76.131005,121.568273,102.898179,-131.23619,-86.455118,-112.902414,439.010781,490.933632,470.356824,12.076927,-30.452614,49.545911,20.15493,87.973983,170.008976,132.090464,5
26,68.707798,108.931921,93.170422,-119.773636,-79.204091,-103.191893,441.867492,465.732346,454.785449,11.937505,-23.443065,20.85364,4.065422,90.736296,135.344481,121.370548,5
27,87.559619,120.015113,100.403683,-130.407461,-99.713016,-111.745852,436.344988,477.74609,460.196584,11.437881,-20.612163,33.28387,6.32728,99.954493,163.552031,135.7158,5
28,95.397544,122.155525,104.219054,-134.032444,-107.826713,-115.526222,426.233361,458.449146,444.549194,11.420107,-12.395228,18.679286,4.220897,98.504571,148.325193,125.599488,5
29,83.589567,98.676751,93.463872,-109.726355,-96.156623,-105.228803,401.025004,453.580716,426.837937,11.699741,-12.119103,14.121276,3.055497,101.059701,147.3607,123.424782,5
30,97.676549,106.169255,102.604906,-116.458719,-109.449877,-113.912339,401.481088,451.024525,433.803823,10.62999,1.312037,30.486202,21.458039,95.121418,166.31505,138.719766,5
31,110.07107,132.686113,119.125837,-142.975223,-119.151735,-130.838973,413.869599,452.056901,430.632449,10.621733,7.284968,53.82709,30.072809,102.993285,163.758506,133.168801,5
32,89.044189,126.05734,106.558075,-138.279681,-99.505834,-116.786551,383.315515,427.474333,407.501219,11.934021,-1.174151,55.345955,28.691653,96.536339,147.187458,121.663379,5
33,100.921815,126.091635,109.536144,-133.514488,-113.350985,-120.057893,381.904837,429.924458,402.04589,11.141866,10.565236,71.228634,31.445127,71.677293,168.318284,112.073773,5
34,110.381843,130.718234,120.972889,-143.043813,-123.294674,-131.727895,380.936101,428.096587,401.054614,11.792008,26.136788,69.328991,46.256981,66.153021,132.686466,97.978218,5
35,108.897273,128.508879,120.360269,-137.312712,-121.465035,-130.312444,366.774873,416.051023,389.478481,11.813662,48.406055,76.821848,62.614129,39.257154,127.30008,80.516216,5
36,114.421191,134.791877,126.661033,-144.666976,-123.398619,-135.923071,377.202577,414.66863,395.399528,11.021381,64.530565,98.815698,82.717528,63.667187,99.885904,78.220241,5
37,116.942027,142.1122,130.329679,-153.332924,-128.266695,-141.343663,371.471476,406.275272,388.614927,11.944551,93.912973,125.573679,109.104367,62.286561,103.683421,83.692717,5
38,117.735754,143.078461,126.289978,-150.432725,-125.953395,-134.386528,351.280042,387.250564,365.931825,11.872565,83.002315,126.228813,97.322023,22.338917,62.285854,45.730717,5
39,116.147946,131.891678,123.890235,-142.871632,-122.74207,-132.634317,344.854209,372.341571,358.474765,12.202807,82.829428,119.117441,101.223662,-3.625336,62.596981,29.675504,5
40,121.119967,154.231303,136.380657,-163.000487,-132.064566,-145.754595,345.512879,389.979996,366.458885,13.497267,95.396837,142.560859,119.764355,13.120366,66.084078,36.089139,5
41,134.136742,152.539196,144.848261,-162.758657,-142.595507,-153.816496,335.391706,379.861298,361.04501,12.16317,105.133697,155.750168,131.805588,-21.544129,56.278275,23.616483,5
42,122.846015,143.009518,133.63558,-154.127358,-132.271748,-143.113286,336.257912,367.091657,351.845286,11.629338,106.446087,146.738799,130.105438,-0.725138,45.678391,20.629752,5
43,120.463772,154.714257,136.786183,-165.589559,-131.235837,-147.005909,318.855307,360.704715,340.943379,12.263285,111.763177,154.33454,132.358103,-22.304269,37.116742,9.641755,5
44,137.450598,147.636471,142.62989,-158.477832,-147.222107,-152.590815,319.302199,349.238271,337.386631,11.1608,135.379129,166.349345,152.098934,-4.177587,28.346143,7.716568,5
45,130.890768,149.741882,138.598674,-161.170849,-142.940222,-150.156688,296.686803,345.05821,316.825204,13.296837,117.977584,150.674909,137.57169,-38.566311,20.681459,-9.900467,5
46,143.078461,156.129177,149.655703,-162.724716,-154.921439,-160.13476,300.418559,344.959922,326.90837,10.630088,124.813893,168.076453,145.314421,-43.779809,20.922936,-7.017681,5
47,148.844563,173.565016,165.771109,-181.679774,-157.994879,-174.843554,316.056225,357.280197,335.961988,10.63399,145.217813,175.188533,157.087572,-22.960111,25.135171,0.431424,5
48,136.41504,173.669315,156.552646,-183.405468,-147.705061,-167.989479,293.927318,340.674855,317.257158,12.299087,95.673669,148.913506,124.451589,-46.852542,-1.415628,-21.156105,5
49,129.578378,170.872707,149.845738,-181.644772,-140.696925,-160.756307,283.704322,331.765309,304.033112,11.4796,74.85397,140.005021,109.406566,-51.859565,-28.070018,-42.459199,5
50,154.334187,164.071047,160.393915,-176.914581,-163.380204,-171.347264,299.657358,320.786769,309.082738,11.140468,97.192534,120.221941,111.685218,-58.55728,-24.893694,-39.65393,5
51,142.802689,176.154795,161.921708,-185.857007,-153.367925,-171.589095,273.896751,348.304537,311.437315,11.994013,86.143637,142.319382,112.824455,-58.038971,-3.797871,-38.885658,5
52,148.050836,164.347172,158.218678,-173.531429,-158.132411,-168.80115,277.8318,322.719292,299.654795,11.826127,72.057009,140.627629,104.685038,-124.330232,-5.110614,-56.701567,5
53,139.936786,177.190706,160.031169,-188.550023,-152.814968,-171.191966,276.146058,322.860007,301.575562,11.800841,70.607441,151.434342,112.03939,-66.188377,16.228101,-23.521465,5
54,156.64784,186.927213,167.238709,-197.044143,-168.179337,-177.251518,287.572903,319.686158,301.324274,11.9112,83.65851,152.884618,110.157337,-94.603463,-1.657458,-50.883758,5
55,145.944718,175.49966,155.240963,-185.684473,-157.649457,-166.065,274.071406,300.554323,285.561892,12.335327,71.435463,133.514135,99.859741,-89.700031,-16.952532,-59.653384,5
56,136.932996,170.769116,154.817759,-180.333442,-147.774711,-164.683932,257.911895,307.632816,282.116602,13.180741,70.745326,110.865504,92.126026,-79.135502,-36.425545,-56.951883,5
57,150.778147,177.329299,163.734199,-187.307637,-160.445357,-174.239066,267.789823,319.548625,294.82499,12.435077,86.420116,120.705602,98.824095,-86.213641,-37.5304,-62.950712,5
58,141.421356,177.778312,164.459425,-189.448402,-153.229332,-175.784094,270.653252,323.099716,303.419962,12.049305,83.243439,121.051024,104.201465,-63.184234,-28.864099,-41.164398,5
59,150.398077,172.7027,160.454108,-183.92307,-163.414852,-170.898251,268.964681,310.98238,286.089305,11.180712,86.247582,124.74495,105.263097,-71.953772,-27.759244,-51.479053,5
60,152.159126,162.206053,156.457628,-172.910235,-161.550211,-166.341213,272.622191,307.875,289.817083,11.264708,80.102117,142.008255,102.889694,-95.362188,-22.09744,-64.374913,5
61,153.091447,171.528549,161.170672,-182.508149,-163.794568,-171.822175,278.282227,303.62847,291.5251,11.385602,88.837007,132.720407,108.258137,-111.106981,-17.263659,-67.568826,5
62,136.794757,179.469711,165.391569,-187.997773,-145.564648,-174.281934,269.75452,324.998651,300.087279,10.733286,102.613568,150.190895,138.193325,-82.277177,-20.958291,-44.047538,5
63,142.629802,166.487938,157.588646,-177.397889,-151.779056,-167.592439,274.592191,308.292193,289.724718,10.745717,104.719332,136.242506,123.898985,-88.83736,-34.699498,-66.929955,5
64,146.254785,166.76371,158.002745,-175.533955,-155.473689,-167.903389,267.308284,325.308717,299.078856,11.043172,112.660495,160.515007,140.091907,-101.060055,-48.924718,-66.973265,5
65,142.008255,170.354752,155.050751,-180.574566,-153.747642,-165.115532,259.430761,316.954958,286.269971,11.83285,128.128809,169.353842,144.106417,-88.077574,-51.099779,-69.131178,5
66,130.372813,156.509247,142.431193,-167.38561,-141.559242,-152.530181,262.163728,301.071925,280.313657,11.702564,131.028654,153.748702,142.250351,-106.377144,-51.410199,-74.940502,5
67,150.881738,170.112567,158.917564,-180.919634,-160.410709,-169.776161,269.585875,312.396594,291.448732,11.548753,137.865316,180.747453,157.856286,-116.389423,-25.618832,-74.560521,5
68,140.005728,154.852496,150.786809,-165.383084,-151.986592,-161.645229,273.79811,300.520028,287.392238,11.708401,157.096499,179.815133,168.904741,-93.118185,-36.943501,-67.300921,5
69,142.836984,169.526376,157.321006,-180.160555,-154.541723,-168.093336,271.00327,292.030858,280.927779,12.424328,148.706677,182.818923,167.566983,-104.063491,-72.851797,-88.59553,5
70,133.031181,163.794922,147.601646,-174.947057,-144.460148,-158.028731,244.483584,292.059496,267.712218,12.091185,145.84042,202.291583,167.627175,-111.383107,-45.402266,-84.30569,5
71,134.067446,165.07231,147.506806,-176.638456,-144.459441,-158.15822,232.780259,271.20727,252.632989,12.254821,136.621869,174.981351,154.679432,-139.246296,-91.805088,-110.243339,5
72,129.544437,163.415206,144.649741,-173.497134,-142.008255,-154.869732,225.56176,281.185254,251.569766,12.839926,136.483983,183.060753,154.705506,-134.861173,-86.075048,-110.752898,5
73,150.985683,167.14378,160.273088,-178.640982,-159.478742,-169.81956,232.298013,289.262535,264.371758,12.319154,162.344292,200.012931,179.142144,-121.74116,-74.922913,-99.048513,5
74,131.028654,160.549302,146.842125,-173.358188,-141.870015,-157.450141,238.61778,274.281417,260.331173,11.667508,147.842946,186.375316,167.834004,-107.723475,-57.280245,-90.166633,5
75,133.653081,157.890227,145.452395,-169.768206,-146.185842,-156.544249,226.97562,270.346721,251.562076,12.263504,133.100477,189.379459,161.895456,-139.764251,-46.058461,-98.133517,5
76,125.67727,151.745115,139.073585,-163.380204,-136.932642,-149.906196,226.354073,272.794018,247.692965,11.24855,130.130982,203.189608,161.015197,-143.766122,-46.1967,-105.99619,5
77,122.638832,157.269033,136.30261,-168.006803,-134.585401,-147.290961,218.451094,266.826037,242.067135,11.564444,136.414687,206.332345,162.603535,-145.598943,-38.186241,-100.187927,5
78,123.156788,148.741326,141.47324,-159.996698,-134.79223,-151.900237,240.267813,290.265566,271.197813,10.821048,150.467373,198.702309,181.973046,-114.594079,-43.572981,-74.802175,5
79,128.197045,153.920176,142.508886,-165.382377,-138.451861,-153.091181,257.950079,290.093385,274.382887,10.956968,162.208174,200.049347,189.423035,-77.995292,-46.680715,-62.49339,5
80,114.766259,138.417567,126.445188,-151.331104,-127.093252,-138.391934,242.0674,278.770131,261.981295,12.351714,173.876497,187.514819,181.507063,-80.930846,-46.128111,-64.37509,5
81,128.888242,154.610665,139.116718,-164.726535,-138.555452,-148.913506,247.934265,293.548663,267.211056,11.774828,175.362128,219.796718,197.985037,-76.753259,-30.763034,-54.543565,5
82,113.074506,141.836074,124.019989,-154.265244,-124.710302,-135.370378,228.671616,271.902356,247.299902,11.37725,157.234739,197.941815,176.699267,-104.236025,-55.553844,-76.373101,5
83,109.242341,125.262906,117.321831,-135.827788,-119.462509,-128.016379,227.705001,282.359405,254.142397,12.239478,148.257665,227.048098,185.57275,-82.760485,8.286584,-47.310217,5
84,121.326796,147.429289,133.963678,-155.646577,-131.719144,-143.484252,244.136748,277.458094,258.924737,12.655653,183.614771,221.006224,199.098819,-61.975081,-9.460735,-32.299665,5
85,124.676361,148.258018,136.95032,-158.098116,-138.141088,-147.610132,243.515555,277.872812,259.34688,12.067269,179.12429,229.671818,206.072394,-57.624606,0.794081,-25.774131,5
86,102.095259,132.029918,113.290704,-141.421356,-113.489931,-122.621862,224.7698,258.984223,238.630242,11.732201,164.106402,207.473615,183.39769,-54.724762,11.601147,-22.580394,5
87,107.170872,132.548227,119.721487,-143.285643,-117.010969,-130.467565,216.137441,262.369496,238.91609,11.510416,152.367016,209.130013,182.499752,-63.598245,5.628216,-32.593292,5
88,110.450433,145.115636,126.574942,-153.781936,-121.189263,-136.466924,226.806621,270.239948,245.398757,12.593135,169.905385,217.20694,189.888046,-56.002857,-3.763576,-22.986362,5
89,107.20552,133.825615,122.552654,-145.28817,-117.770756,-132.720672,205.087837,264.957507,241.730022,12.163959,157.924875,209.058948,190.924488,-48.303171,25.135525,-0.517956,5
90,99.299359,125.849451,115.034341,-136.794757,-111.728528,-125.521883,212.684992,247.834916,233.012809,11.148921,148.257665,197.113086,172.754318,-27.966073,8.18264,-2.26999,5
91,95.224656,117.943643,107.438777,-129.233664,-106.929041,-116.726271,207.125365,250.97341,229.955987,11.420291,144.736273,174.290861,159.677528,-36.563785,33.698588,2.374023,5
92,100.161676,122.811013,110.364608,-131.753792,-110.588672,-119.678176,209.714083,246.34575,227.8405,11.379368,151.813351,172.734873,158.278075,-2.3133,26.65439,17.090594,5
93,97.986615,113.558167,105.220141,-124.05446,-108.482555,-115.828245,209.163247,249.971086,229.26479,11.181753,136.41504,165.624561,152.530357,-14.086628,36.425192,11.00541,5
0,62.528038,95.501135,79.81733,-106.272846,-76.303893,-91.69416,30.383671,63.287825,45.687495,11.774028,125.021429,159.306562,140.679159,-201.4625,-161.757747,-182.343217,5
1,79.135148,85.763921,81.98364,-98.02091,-89.52785,-93.619082,37.461457,58.17721,48.70852,11.067182,125.2972,161.378031,139.997066,-231.64111,-189.412693,-211.985045,5
2,76.269598,117.252446,99.799548,-130.027391,-88.457291,-111.589935,30.97057,75.682699,50.883758,12.217062,139.626012,209.266484,174.497602,-236.851427,-153.989826,-199.935415,5
3,83.589214,104.339616,95.492208,-114.973795,-94.775643,-106.402688,8.493767,74.54355,45.15248,12.390684,160.547888,188.068837,173.358718,-246.935123,-199.907219,-223.593882,5
4,80.343947,102.820043,90.779252,-115.62999,-91.530023,-102.751366,16.779997,71.0561,47.370497,12.415367,163.242318,198.526593,178.942563,-260.850984,-201.048843,-234.057206,5
5,83.312735,97.71049,92.289898,-108.033542,-95.155713,-103.467753,23.167293,67.672594,41.017673,11.805934,180.818164,221.385941,201.464533,-274.453598,-196.700136,-225.19318,5
6,65.49718,82.48436,76.416323,-94.223393,-75.579108,-87.654548,5.489977,39.879055,24.868062,11.928718,172.600876,208.127335,186.833168,-280.253287,-223.213458,-256.714763,5
7,50.063514,84.65942,68.449174,-97.779786,-60.697693,-79.886007,12.878536,49.373377,30.909847,12.716323,155.749814,219.383768,189.733013,-287.815441,-198.218294,-252.660125,5
8,62.182617,100.921815,86.368586,-114.525136,-74.819676,-98.133605,12.256635,55.208069,38.859583,11.802197,183.406882,240.789304,217.829901,-293.890549,-237.058963,-257.36212,5
9,51.444847,83.382032,71.815532,-91.910093,-64.979578,-82.104732,22.684339,52.515053,38.497368,10.90232,186.4782,235.262204,214.704489,-274.210353,-230.774905,-248.712082,5
10,57.106651,72.609613,63.951975,-84.556182,-70.296314,-75.786114,2.589779,49.753094,27.198509,11.400905,188.344609,230.707022,206.668662,-300.34608,-256.222971,-278.311042,5
11,61.871843,82.967314,71.970919,-95.15536,-73.541934,-83.37337,2.589779,47.439794,24.582921,10.975473,211.26795,254.699863,227.366208,-295.581241,-236.750664,-272.441437,5
12,47.543032,70.262019,59.61909,-81.620982,-61.872197,-71.159691,8.424824,43.227559,27.543754,11.56124,195.04091,220.039609,210.630935,-306.080363,-257.018819,-280.270788,5
13,32.59338,87.628561,64.193805,-95.604726,-45.57586,-75.441046,11.290374,68.051957,42.778723,11.269012,191.692406,255.91149,221.524445,-304.563619,-239.789809,-273.168343,5
14,46.748951,75.268335,61.526687,-85.453501,-60.111147,-73.369311,28.761215,56.692993,43.814546,11.660273,199.94611,245.279432,219.237485,-307.978591,-262.127312,-283.91283,5
15,41.95017,61.595718,51.514143,-73.334751,-53.723498,-63.692997,14.708175,72.057363,44.073082,12.371123,176.673458,232.882083,205.969334,-335.389585,-249.42025,-284.352474,5
16,61.388536,72.367429,65.281247,-84.279704,-72.574965,-76.864982,16.779997,63.425711,33.378799,11.930968,203.258905,216.931522,207.695381,-322.234571,-259.158171,-296.540431,5
17,36.77132,73.990593,53.853164,-86.316525,-48.268523,-65.833851,14.812473,50.789005,30.927436,11.661066,180.400618,216.314217,198.019862,-323.621914,-271.344096,-301.063086,5
18,26.758335,74.750733,45.040227,-85.142728,-37.461457,-56.93447,16.089508,58.384393,33.542671,13.223343,138.382918,216.68757,173.789788,-328.833998,-262.746738,-305.449977,5
19,45.816984,78.341067,60.67206,-88.561235,-56.38222,-72.022803,21.647721,71.954125,46.611065,11.890914,149.811178,231.223564,188.308458,-359.490259,-286.814531,-311.724312,5
20,37.599342,73.369046,59.308051,-85.72998,-51.89386,-70.969833,14.811766,64.599508,43.330885,12.247835,137.692429,205.399317,178.66635,-360.872653,-304.352901,-328.701769,5
21,54.06892,78.651841,66.645079,-92.116922,-64.323029,-76.381498,29.313112,62.528038,45.437268,12.156207,150.502375,194.903024,166.893552,-381.281522,-318.888541,-349.539499,5
22,50.029219,76.234596,61.612865,-86.316525,-61.457479,-72.014053,30.694798,61.560716,48.182168,11.963597,149.328224,185.097928,169.171939,-356.108521,-313.296034,-337.775894,5
23,43.434741,54.759056,49.563147,-66.118373,-54.932297,-61.293607,9.322142,52.894769,32.109719,12.791508,125.67727,151.296102,135.379217,-391.776048,-327.759196,-358.871629,5
24,35.907943,70.641382,56.580387,-84.693715,-47.508737,-68.630458,20.646811,73.266162,51.876535,11.412926,96.778523,170.768763,135.310009,-370.506276,-306.799844,-335.003682,5
25,41.535806,71.815532,61.612865,-85.384558,-55.51955,-73.093098,33.45605,80.205354,61.733692,10.436332,120.912431,149.638644,133.445722,-350.103417,-317.609385,-331.015953,5
26,36.978503,68.155901,52.152749,-81.586688,-47.43944,-63.252823,34.14654,73.610523,56.192008,10.785623,86.178639,128.335638,110.295576,-379.550171,-331.010826,-350.885123,5
27,40.534189,59.938613,50.003321,-73.127216,-51.755267,-61.422831,45.333323,87.422086,63.192454,11.157421,92.048686,134.723287,110.019451,-371.227878,-306.770499,-348.027439,5
28,31.66106,63.805427,45.221423,-77.581635,-42.156999,-56.727288,37.5304,73.887002,53.007022,10.984269,73.404048,133.445545,95.526767,-391.085558,-335.7343,-367.268434,5
29,27.241289,52.101042,43.624334,-65.670067,-38.255538,-54.95793,29.002692,82.380768,53.119541,11.613435,61.319593,128.059513,96.674755,-396.092227,-323.862684,-367.745466,5
30,31.764651,58.591929,45.454415,-68.811036,-43.330796,-56.502782,56.727288,96.743521,76.312555,11.627347,90.425169,124.434176,107.084516,-358.524705,-327.035472,-339.743772,5
31,24.513978,64.219084,45.437091,-74.335661,-37.875821,-56.684154,40.189121,90.977773,69.942583,12.518084,66.705272,113.662112,98.314801,-387.496284,-350.829262,-366.10595,5
32,24.790457,53.68885,39.265374,-62.942403,-36.45984,-49.804713,58.073973,95.120711,73.213748,11.677278,89.113486,114.801261,98.746313,-374.442032,-340.016892,-358.344481,5
33,33.732529,64.012609,47.612328,-72.022361,-43.779456,-58.67793,56.278629,103.26941,75.086785,12.211973,72.195602,131.201542,98.582529,-388.772612,-338.878096,-369.659692,5
34,34.734146,69.778004,50.866257,-81.275561,-48.371761,-63.295956,71.263636,122.569889,94.456738,12.843662,63.529302,129.336901,91.116012,-406.377803,-318.402759,-371.644187,5
35,29.313112,57.210242,46.153567,-68.949629,-38.980322,-56.010989,76.994736,116.838435,97.831317,11.98599,52.480758,110.347195,86.420381,-409.556248,-335.249932,-373.21476,5
36,24.16891,60.939877,47.189478,-72.816796,-36.702377,-57.840893,77.097974,121.396092,104.149669,11.638429,71.850534,127.714445,108.267152,-378.51426,-334.282963,-352.152877,5
37,45.368325,64.875279,55.950443,-76.61502,-58.591575,-66.696875,95.259304,130.511406,115.06015,11.93551,113.143803,146.151547,128.957185,-363.667846,-321.099664,-338.472924,5
38,25.929606,62.838812,43.348474,-72.022361,-36.598079,-54.405326,80.688662,122.949252,102.33709,11.770108,85.073078,140.903401,114.170875,-381.519817,-319.306441,-352.250635,5
39,24.375739,51.444847,37.504767,-64.391972,-36.114418,-49.528411,91.736852,131.270838,111.374356,12.073102,88.353699,133.031181,112.306676,-389.463808,-323.861623,-357.110933,5
40,34.665203,64.426974,51.703913,-77.305156,-44.746424,-62.329165,107.308757,141.559242,129.699382,11.195935,96.640284,152.608139,131.166894,-390.945197,-324.275281,-349.332493,5
41,38.807788,64.116554,53.8704,-74.646434,-50.926184,-63.925989,119.082439,149.189985,132.93634,10.816849,127.783034,154.472426,145.521603,-364.084685,-320.304523,-339.450676,5
42,24.755101,54.414695,37.289099,-65.393589,-36.045475,-47.70708,101.612305,144.666623,126.126018,11.699746,93.014947,162.413589,127.826344,-383.55876,-326.934709,-355.659773,5
43,24.134262,52.376813,37.668551,-61.802547,-33.836474,-48.303171,106.100665,157.372271,125.081444,11.349731,112.38437,164.243228,134.602195,-381.37981,-312.221231,-354.776862,5
44,21.648074,51.099425,37.711684,-63.011346,-32.316901,-48.302818,107.3777,147.014571,128.447715,10.538402,115.941117,161.930281,141.689173,-353.104378,-316.159109,-333.328369,5
45,35.59717,60.111147,51.798665,-70.676383,-45.679098,-61.112146,108.241078,171.355661,142.810733,11.936397,142.526211,190.001713,167.981348,-305.563468,-260.574859,-287.997256,5
46,29.002338,52.377167,42.890976,-64.011902,-42.260944,-54.5433,131.684849,169.042715,148.412875,12.366435,133.100124,153.160389,144.381747,-312.436192,-265.752295,-288.894663,5
47,48.130284,64.254086,56.813732,-75.061153,-60.076499,-68.285213,126.436349,184.649269,159.841488,12.238051,124.43453,170.112567,147.670589,-301.314816,-209.817674,-258.388308,5
48,42.709957,65.324292,53.818693,-75.475517,-52.169985,-64.211218,147.014571,175.291771,161.774629,11.969088,102.337443,138.452215,118.720135,-297.794485,-233.64293,-273.856799,5
49,32.040422,55.243071,42.76131,-67.983014,-43.641923,-53.369591,145.771477,164.554708,154.705683,11.844345,72.575319,110.450433,90.123146,-296.969292,-263.058925,-279.061989,5
50,31.246695,65.497533,48.12171,-76.787554,-43.400093,-59.567294,149.293576,187.065453,166.064823,12.955929,61.250296,114.69767,83.295765,-260.988163,-227.770054,-249.507047,5
51,43.227559,80.067115,62.976521,-91.633614,-53.481668,-73.067023,144.182962,199.495683,178.347621,11.582379,50.615764,105.168345,86.687933,-278.976253,-218.55221,-239.22651,5
52,25.204821,69.156457,44.556654,-81.897461,-38.670256,-56.822571,149.77653,195.144501,177.061571,11.729695,47.543032,78.272124,64.573522,-259.919371,-218.036376,-238.450549,5
53,44.539242,58.419041,52.048804,-66.982104,-57.175947,-63.606907,149.189631,205.328253,175.912964,11.729105,39.291095,72.126306,59.152929,-287.674727,-208.609228,-248.858807,5
54,52.964066,64.391972,58.867965,-72.955389,-67.257522,-70.745326,152.539196,195.733167,174.722992,11.713363,41.121088,80.205708,62.907755,-287.539669,-196.491893,-242.65421,5
55,39.636517,61.768606,51.764282,-72.678203,-52.101042,-63.839898,151.502931,198.977373,173.306392,12.132029,34.837737,74.474254,53.550964,-284.151567,-211.923791,-248.462385,5
56,44.332413,76.856143,65.19498,-85.97075,-55.933207,-75.941324,152.400957,200.394062,181.63611,10.626188,37.806525,91.495728,75.216363,-275.899985,-181.681188,-222.903569,5
57,51.651675,73.3694,63.511801,-87.179549,-64.288734,-75.207612,161.2755,187.237987,171.899868,11.747397,45.264026,78.478953,59.161326,-254.496923,-214.273507,-231.934383,5
58,48.889363,78.721491,61.336564,-90.563408,-60.076499,-73.023713,151.847646,195.62993,174.204329,11.758786,58.074326,93.740085,73.904503,-244.655764,-178.504157,-212.521385,5
59,55.415251,70.330962,62.312017,-81.72422,-68.467028,-74.974709,144.321555,197.560685,165.857376,11.186139,62.458742,91.667909,74.059536,-231.985118,-157.165796,-201.160742,5
60,45.81663,71.67694,55.760319,-85.626035,-58.108621,-68.1384,129.578732,183.13005,152.962046,10.58142,35.872588,83.864986,59.359581,-210.751762,-189.553054,-201.325675,5
61,42.813194,71.159691,59.351626,-83.623509,-56.209686,-71.927786,125.470441,184.027722,156.457894,12.065374,42.087703,107.51594,69.269153,-227.704293,-146.841683,-193.341379,5
62,56.485457,76.338187,68.095002,-89.665736,-68.811389,-80.136412,136.138208,164.726535,152.003474,11.666443,66.947809,89.665736,78.367142,-197.21597,-150.950327,-178.312973,5
63,49.960276,81.414153,67.465146,-95.362542,-63.839368,-80.144985,134.377866,154.333833,143.052652,12.237306,52.101042,105.237288,80.74965,-192.069294,-144.701271,-170.535329,5
64,53.481668,92.531286,69.75246,-104.512504,-65.911191,-81.974889,112.004653,160.825427,135.068444,11.582628,59.213829,92.117275,74.733232,-219.313411,-158.236002,-184.899496,5
65,50.857948,74.163127,62.907578,-86.869482,-64.081198,-75.812188,95.01712,135.241243,116.285743,11.658618,37.151037,73.265808,59.506925,-194.522954,-150.087657,-178.382093,5
66,51.82421,96.122682,75.872381,-109.449523,-67.707242,-89.640015,95.466133,156.855022,122.466298,12.74078,44.953607,119.462509,78.340979,-180.886046,-120.843135,-152.185466,5
67,62.872753,88.007924,77.624238,-100.991112,-73.196512,-90.080189,85.868219,133.549136,112.306588,12.180571,42.778546,82.311118,60.412994,-207.644028,-139.073408,-170.198658,5
68,57.62496,71.193986,65.212304,-81.932109,-71.435816,-76.822025,84.728363,111.728175,97.322023,11.063817,22.960464,43.020023,33.361386,-179.297885,-144.21761,-159.487051,5
69,57.832496,76.338895,67.223581,-89.078484,-69.67512,-79.28205,54.759763,108.551851,81.871475,11.64284,17.918793,55.00124,39.21349,-185.684119,-95.742612,-141.024316,5
70,58.281155,92.15157,72.488698,-103.752717,-69.501879,-85.194523,57.659608,85.418853,71.694617,11.191194,-1.415628,51.37555,20.810948,-182.265612,-105.133343,-149.163822,5
71,49.028309,86.489059,63.822574,-97.15824,-60.594455,-75.501415,36.83991,77.478044,54.129378,11.232963,-24.997285,59.972555,8.52815,-154.368481,-88.560882,-130.165365,5
72,23.270884,68.086251,52.55801,-80.827255,-37.047446,-65.169347,8.044754,61.871843,39.377628,10.664365,-43.158262,16.642112,-2.744812,-129.234017,-91.944388,-104.693523,5
73,28.035723,64.633802,51.229002,-78.237476,-39.670812,-62.424359,13.223604,53.654202,33.533832,10.281982,-38.186595,-15.088598,-26.715025,-116.424071,-89.838977,-104.684949,5
74,47.232612,77.995999,60.818785,-89.113132,-60.663398,-72.95477,-0.172888,47.301555,26.360941,12.165908,-41.742988,-12.395228,-27.526253,-129.198662,-72.126659,-99.963597,5
75,43.227205,88.906303,62.881769,-102.061318,-56.969118,-75.397824,-4.454066,40.396657,14.863738,10.564313,-49.476615,-21.164767,-34.776926,-125.05537,-86.661239,-104.96956,5
76,59.419951,74.473547,68.820317,-87.836097,-72.747499,-81.042746,-11.42826,31.695708,7.837572,11.927164,-63.149585,-39.015324,-49.44232,-113.765703,-63.183526,-93.19632,5
77,48.648239,83.692805,69.243255,-94.395927,-61.491773,-80.602572,-26.896574,38.220889,2.269901,12.458888,-88.008631,-3.383506,-53.542391,-115.733581,-25.618832,-70.97823,5
78,61.87149,83.831044,73.067111,-95.431131,-71.539407,-84.270865,-20.094207,19.024354,1.666032,11.715377,-65.600417,-38.186595,-50.926803,-65.152112,-19.473014,-40.206445,5
