@relation Sub1_A_64_ERT

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute class {0,1}

@data
4.099215000000000231e+01,4.573462000000000138e+00,3.576550799999999697e+01,7.325584000000000096e+00,2.787997299999999967e+01,-2.137811900000000165e+01,1.319288599999999967e+01,7.718679999999999986e-01,-1.638977799999999974e+01,6.711853999999999765e+00,2.970840000000000147e-01,-1.229571100000000072e+01,4.341993999999999687e+00,3.616457000000000033e+00,-6.310342000000000340e+00,5.854410999999999810e+00,2.981862000000000013e+00,-5.325009999999999799e+00,7.354839000000000127e+00,0
6.295873000000000275e+00,4.061252999999999780e+00,4.599707999999999686e+01,1.520586300000000080e+01,3.149908800000000042e+01,-5.351944999999999730e+00,1.452006800000000020e+01,8.078875000000000028e+00,-3.097255999999999787e+00,3.876351999999999798e+00,1.209664999999999990e+00,-7.725685999999999609e+00,1.006899100000000047e+01,4.675327000000000233e+00,-5.811948000000000114e+00,5.602000999999999564e+00,2.431881000000000181e+00,-5.657312000000000118e+00,4.846745000000000303e+00,0
1.610904899999999884e+01,3.210471000000000075e+00,9.460850000000000648e+00,7.542544000000000359e+00,-8.014700000000000157e-01,-2.035198000000000107e+01,1.207185699999999962e+01,-5.300581000000000209e+00,3.884532999999999792e+00,4.527624999999999567e+00,8.735424999999999329e+00,-8.777986000000000288e+00,7.187097999999999764e+00,4.460957999999999757e+00,-6.612231000000000414e+00,5.065706999999999738e+00,3.172185999999999950e+00,-7.829756999999999856e+00,4.571485000000000021e+00,0
9.783194299999999544e+01,8.336541999999999675e+00,8.671143000000000711e+00,1.593389400000000045e+01,-1.218110800000000005e+01,-2.670500999999999792e+00,1.923644200000000026e+01,1.326746299999999934e+01,-2.361179100000000020e+01,9.772892000000000579e+00,-7.380039999999999933e-01,-5.087800999999999796e+00,1.794163299999999950e+01,5.240495000000000125e+00,-1.191248900000000077e+01,1.315001999999999960e+01,3.734808000000000128e+00,-5.231861999999999568e+00,1.688230799999999832e+01,0
7.681390399999999374e+01,2.678922000000000025e+00,-3.256917200000000179e+01,1.788141399999999948e+01,-6.269344399999999951e+01,-2.672134700000000151e+01,1.133437999999999946e+01,-9.439698999999999174e+00,-1.289759500000000081e+01,6.865120000000000111e+00,-2.109729000000000187e+00,-1.164845200000000069e+01,1.117416399999999932e+01,5.009934000000000331e+00,-4.860515000000000363e+00,6.031254999999999811e+00,2.047794000000000114e+00,-5.417601999999999585e+00,3.981666000000000150e+00,0
3.797224200000000138e+01,2.538577999999999779e+00,7.456602000000000174e+00,2.113182400000000172e+01,-2.747403999999999868e+01,-3.683268400000000042e+01,1.593373300000000015e+01,-1.064628599999999992e+01,-1.202199500000000043e+01,6.459628999999999621e+00,-1.522380000000000122e-01,-7.430615000000000414e+00,1.048911499999999997e+01,3.735704999999999831e+00,-4.286426999999999765e+00,4.293046000000000362e+00,2.162628000000000217e+00,-8.009356000000000364e+00,3.264476000000000155e+00,0
1.340622199999999964e+01,2.323224999999999874e+00,4.750454500000000024e+01,3.181860400000000055e+01,9.844948999999999728e+00,-8.686427000000000120e+00,1.054042699999999932e+01,1.458407999999999927e+00,-1.098371999999999993e+01,7.286340000000000039e+00,3.115381000000000178e+00,-6.059878999999999571e+00,8.643401000000000778e+00,4.190347000000000044e+00,-3.568020000000000191e+00,5.813762999999999792e+00,2.146809000000000189e+00,-5.212530000000000108e+00,4.548834000000000266e+00,0
3.521517800000000165e+01,2.581917999999999935e+00,3.396986000000000061e+00,1.300177900000000086e+01,-1.749526399999999882e+01,-1.283336100000000002e+01,6.205089000000000077e+00,-2.458012000000000086e+00,-1.248225399999999929e+01,5.238234000000000279e+00,-7.123669999999999725e-01,-6.135793999999999748e+00,6.934006000000000114e+00,3.098672000000000093e+00,-5.571920000000000428e+00,5.555329999999999657e+00,2.023458000000000201e+00,-4.156652000000000236e+00,2.512944000000000067e+00,0
6.784719400000000178e+01,9.003864000000000090e+00,-9.711009999999999920e+00,1.271307499999999990e+01,-2.228798099999999849e+01,-1.597472000000000003e+00,1.927354499999999859e+01,1.518026399999999931e+01,-3.227012000000000214e+00,1.577953399999999995e+01,9.626741000000000881e+00,-3.046515199999999979e+01,5.897738999999999621e+00,8.980216000000000420e+00,-2.362060699999999969e+01,1.258788799999999952e+01,5.702003999999999628e+00,-3.960045000000000037e+00,1.716593500000000105e+01,0
6.941208399999999301e+01,3.343398000000000092e+00,-3.171593999999999802e+00,1.177910499999999949e+01,-1.928744500000000173e+01,-1.285619299999999932e+01,9.792249999999999233e+00,2.535765000000000047e+00,-1.266891099999999959e+01,1.065059600000000017e+01,2.973196000000000172e+00,-2.268922200000000089e+01,1.414653700000000036e+01,7.870767999999999986e+00,-1.625060699999999869e+01,1.924267499999999842e+01,5.669126999999999583e+00,-5.232910999999999646e+00,4.814379999999999882e+00,0
1.580523799999999923e+01,1.902090000000000058e+00,-4.058254199999999656e+01,7.497104000000000212e+00,-4.972357900000000086e+01,-2.957891199999999898e+01,3.245135400000000203e+01,6.280471999999999611e+00,-1.519663700000000084e+01,1.317295400000000072e+01,-6.994399999999999507e-01,-1.035362499999999919e+01,2.156293799999999905e+01,6.474065999999999654e+00,-6.325171000000000099e+00,1.006121599999999994e+01,2.698596999999999912e+00,-7.101989999999999803e+00,3.310992000000000157e+00,0
1.741379399999999933e+01,3.211923999999999779e+00,-1.403450300000000084e+01,8.687635999999999470e+00,-2.386402199999999851e+01,-9.780614999999999171e+00,5.724127000000000187e+00,-1.744761999999999924e+00,-6.446716000000000335e+00,3.560004999999999864e+00,-1.292623999999999995e+00,-5.947845000000000049e+00,4.272573999999999650e+00,2.754973999999999812e+00,-2.791910999999999810e+00,2.761894999999999989e+00,1.497157000000000071e+00,-3.224225000000000119e+00,1.596006700000000045e+01,0
1.950668999999999897e+01,3.234636000000000067e+00,1.442958699999999972e+01,2.507747999999999866e+00,1.030313899999999983e+01,-1.595133299999999998e+01,9.362897000000000247e+00,-1.067468000000000083e+00,-4.770095000000000418e+00,5.714991999999999628e+00,6.575809999999999711e-01,-7.485292000000000279e+00,9.477396000000000598e+00,5.044175000000000075e+00,-7.071068000000000353e+00,9.384923999999999822e+00,3.334427999999999948e+00,-6.749850999999999601e+00,2.744944999999999968e+00,0
1.240361300000000000e+01,2.510850000000000026e+00,2.583437500000000142e+01,1.436490599999999951e+01,3.698392999999999819e+00,-3.900056000000000189e+00,3.483057000000000070e+00,8.801219999999999599e-01,-1.105079100000000025e+01,7.644173999999999580e+00,1.399907999999999930e+00,-8.625381000000000853e+00,1.795725399999999894e+01,5.886868999999999907e+00,-5.335422999999999583e+00,1.011563600000000029e+01,2.837692999999999799e+00,-6.721739999999999604e+00,3.825254999999999850e+00,0
9.141773999999999845e+00,3.160270999999999830e+00,3.605355600000000038e+01,1.411639199999999938e+01,2.326161099999999848e+01,-3.788667999999999925e+00,6.412321000000000382e+00,1.056607999999999992e+00,-3.439122999999999930e+00,3.501459999999999795e+00,1.035555999999999921e+00,-8.900487000000000037e+00,8.994937000000000182e+00,4.363078999999999930e+00,-4.288001999999999647e+00,4.053722999999999743e+00,1.607159000000000004e+00,-7.754455000000000098e+00,3.851153000000000048e+00,0
2.454332899999999995e+01,3.167752000000000123e+00,4.732385000000000019e+01,9.754951999999999401e+00,3.467163699999999693e+01,-1.007358800000000087e+01,4.585525999999999769e+00,-5.295573000000000086e+00,-6.198517999999999972e+00,6.363776999999999795e+00,1.850513000000000075e+00,-1.069462000000000046e+01,8.306143000000000498e+00,4.634633000000000003e+00,-5.054523999999999795e+00,5.358831999999999596e+00,2.155006000000000199e+00,-5.222413000000000416e+00,5.385270000000000223e+00,0
2.696579600000000099e+01,3.043912999999999869e+00,5.881500299999999726e+01,2.288139299999999920e+01,3.935631300000000010e+01,-2.160379400000000061e+01,1.544070600000000049e+01,-1.354301999999999895e+00,-1.072670600000000007e+01,7.177787000000000361e+00,1.471192000000000055e+00,-1.314324399999999926e+01,1.897454400000000163e+01,6.633747999999999756e+00,-6.807445000000000412e+00,7.060151000000000288e+00,3.043509999999999938e+00,-2.587263000000000090e+00,3.576395999999999908e+00,0
8.300183999999999784e+00,2.651623999999999981e+00,4.163306599999999946e+01,1.200234299999999976e+01,2.112347799999999864e+01,-1.516079599999999949e+01,6.440770999999999802e+00,-4.599088000000000065e+00,-2.651568000000000147e+00,2.162983000000000100e+00,9.321340000000000181e-01,-3.887631999999999977e+00,1.523437099999999944e+01,4.035919999999999952e+00,-5.075012000000000079e+00,8.389511999999999858e+00,2.462317000000000089e+00,-7.923934000000000033e+00,5.363656999999999897e+00,0
4.925772000000000261e+00,2.481069000000000191e+00,2.451053500000000085e+01,8.908694000000000557e+00,9.177678999999999476e+00,-3.356161999999999868e+00,8.155523999999999774e+00,3.981392000000000042e+00,-4.789175000000000182e+00,2.734341000000000133e+00,-5.415219999999999478e-01,-6.435906000000000127e+00,8.243715999999999156e+00,3.731383999999999812e+00,-5.035141999999999562e+00,3.308003999999999944e+00,1.714028000000000107e+00,-1.430652300000000032e+01,2.552014999999999922e+00,0
1.278069600000000072e+01,3.120124000000000120e+00,4.219697800000000143e+01,1.387993699999999997e+01,2.111270800000000136e+01,-1.856660300000000063e+01,1.041430000000000078e+01,-6.352130000000000276e-01,-7.913420000000000343e+00,6.426655000000000229e+00,2.513946999999999932e+00,-1.161389699999999969e+01,7.020652000000000115e+00,6.232999000000000400e+00,-6.054802999999999713e+00,5.597703000000000095e+00,2.835329999999999906e+00,-6.819179000000000102e+00,4.552900000000000169e+00,0
1.687135500000000121e+01,3.429661999999999988e+00,2.413054599999999894e+01,1.162373400000000068e+01,1.038601799999999997e+01,-6.372138999999999776e+00,6.502975000000000172e+00,2.645820000000000061e+00,-8.766450999999999993e+00,6.094101000000000212e+00,1.610669999999999880e-01,-1.007070799999999977e+01,1.060878899999999980e+01,5.255383000000000138e+00,-5.320731000000000321e+00,7.077059000000000211e+00,2.332716000000000012e+00,-1.054113800000000012e+01,4.812859000000000442e+00,0
1.368463400000000085e+01,2.846779000000000170e+00,3.136885900000000049e+01,1.228746499999999919e+01,1.458830500000000008e+01,3.009344000000000019e+00,2.603676000000000101e+00,6.673409000000000368e+00,-4.229416999999999760e+00,3.920491999999999866e+00,-1.048079999999999901e+00,-9.994474999999999554e+00,1.024737700000000018e+01,5.592994000000000021e+00,-5.327555000000000263e+00,5.586011000000000060e+00,2.363262999999999892e+00,-5.341016999999999904e+00,3.034447999999999812e+00,0
1.054495900000000042e+01,3.652302000000000159e+00,6.717153999999999847e+00,7.983043000000000333e+00,-5.276755999999999780e+00,-9.009458999999999662e+00,7.484157999999999866e+00,-2.485140000000000127e-01,-7.364052000000000042e+00,3.309492000000000100e+00,-2.376501000000000197e+00,-8.982276000000000593e+00,8.451603999999999672e+00,3.714132999999999907e+00,-3.547537000000000162e+00,5.058330999999999911e+00,1.865809000000000051e+00,-6.064818999999999960e+00,4.800841000000000136e+00,0
1.187583000000000055e+01,2.651390000000000136e+00,5.456860999999999962e+00,3.263905999999999974e+00,2.662900000000000267e-01,-4.349239999999999773e-01,1.298362000000000016e+00,1.540046000000000026e+00,-1.676026000000000016e+00,1.633496999999999977e+00,6.187380000000000102e-01,-3.034381000000000217e+00,2.851488999999999940e+00,1.495613999999999999e+00,-1.515025999999999984e+00,2.533027000000000140e+00,8.274650000000000061e-01,-7.110701999999999856e+00,3.313699999999999868e+00,0
4.519283399999999773e+01,3.604258999999999880e+00,-1.145368999999999993e+01,8.648526000000000380e+00,-2.642930499999999938e+01,-5.280846000000000373e+00,3.390814000000000217e+00,-1.360810000000000075e+00,-5.798029999999999795e+00,3.412033999999999789e+00,-9.151010000000000533e-01,-5.034328000000000358e+00,1.016658900000000010e+01,3.811297000000000157e+00,-4.831195000000000128e+00,4.551650999999999669e+00,2.078316000000000052e+00,-6.175932000000000421e+00,4.341642000000000223e+00,0
1.875769999999999982e+01,3.421891000000000016e+00,5.396595299999999895e+01,3.850033999999999956e+00,4.801244799999999913e+01,-1.752493000000000123e+01,1.034094499999999961e+01,-2.026340000000000086e-01,-6.989463999999999899e+00,3.085529000000000188e+00,-6.108839999999999826e-01,-1.283037799999999962e+01,7.096147000000000205e+00,4.688944000000000223e+00,-6.532492999999999661e+00,5.624945000000000306e+00,2.853132000000000001e+00,-7.160364000000000395e+00,6.341938999999999993e+00,0
4.622872000000000270e+01,4.086421999999999777e+00,6.777356799999999737e+01,5.208057699999999812e+01,-1.475063399999999980e+01,-6.090793999999999819e+00,1.575243099999999963e+01,6.746560999999999808e+00,-1.701348300000000080e+01,8.950278000000000844e+00,3.496560000000000223e-01,-9.183901000000000536e+00,1.203781000000000034e+01,5.468790000000000262e+00,-2.580636999999999848e+00,5.311060999999999588e+00,2.001546999999999965e+00,-1.106656100000000009e+01,5.749386000000000330e+00,0
2.967900500000000008e+01,2.956008999999999887e+00,4.538412900000000150e+01,3.631086799999999926e+01,4.043193999999999733e+00,-1.725990300000000133e+01,6.608368999999999716e+00,-8.046711000000000169e+00,-2.842185699999999926e+01,1.088312499999999972e+01,-2.186084000000000138e+00,-6.720060000000000144e+00,7.072784000000000404e+00,3.518489999999999895e+00,-8.595454999999999401e+00,5.611934999999999896e+00,2.802626000000000062e+00,-8.355722000000000094e+00,6.034146999999999927e+00,0
4.711884000000000405e+00,3.164251999999999843e+00,4.139353400000000249e+01,3.024934400000000068e+01,7.074291999999999803e+00,-3.869143499999999847e+01,2.166309899999999899e+01,-3.888072000000000195e+00,-3.170005300000000048e+01,1.837106899999999854e+01,1.255697999999999981e+00,-1.980108200000000096e+01,1.321266400000000019e+01,6.805481000000000336e+00,-1.165219899999999953e+01,9.902126000000000872e+00,3.434558000000000000e+00,-4.865516999999999648e+00,4.020978999999999637e+00,0
1.562063799999999958e+01,3.828113999999999795e+00,-1.546960699999999989e+01,1.276915999999999940e+01,-3.474220900000000256e+01,-1.242003799999999991e+01,1.156737399999999916e+01,-1.953451999999999966e+00,-1.440612499999999940e+01,6.271950999999999610e+00,-1.116724999999999968e+00,-6.341014000000000372e+00,8.730202000000000240e+00,3.981764000000000081e+00,-4.829524000000000150e+00,3.540237999999999996e+00,1.946782000000000012e+00,-2.831462000000000145e+00,3.796558000000000099e+00,0
5.004920000000000258e+00,3.262948000000000182e+00,1.095406459999999953e+02,3.900565300000000235e+01,6.416501300000000185e+01,-1.303681100000000015e+01,1.478376699999999921e+01,3.789270999999999834e+00,-3.846771400000000085e+01,1.518875300000000017e+01,-4.247158999999999907e+00,-3.531139000000000294e+01,1.881889400000000023e+01,1.149522799999999911e+01,-1.382677499999999959e+01,1.166242599999999996e+01,6.124698999999999671e+00,-6.574099000000000359e+00,6.085027000000000186e+00,0
1.625314399999999893e+01,2.847039999999999793e+00,7.960847099999999443e+01,3.006803100000000128e+01,3.265268100000000118e+01,-1.361658000000000035e+00,5.904901999999999873e+00,7.992098999999999620e+00,-2.134386000000000116e+00,5.426550999999999902e+00,5.519238999999999784e+00,-6.347940999999999612e+00,9.135915999999999926e+00,4.190839000000000425e+00,-3.023924000000000056e+00,6.138816000000000273e+00,1.966835000000000111e+00,-7.998289999999999900e+00,3.809417999999999971e+00,0
5.963625000000000398e+00,2.898375000000000146e+00,2.387879799999999975e+01,2.466876299999999844e+01,-1.857705400000000040e+01,-1.168087000000000053e+01,9.254910999999999888e+00,2.478797000000000139e+00,-9.619787999999999784e+00,6.964334000000000024e+00,5.301123999999999725e+00,-4.886941000000000201e+00,1.145155100000000026e+01,3.757117000000000040e+00,-3.819027999999999867e+00,4.531736999999999682e+00,1.949214999999999920e+00,-7.963574999999999626e+00,6.117105999999999710e+00,0
1.713754600000000039e+01,3.820659000000000027e+00,3.157214799999999855e+01,3.005678400000000039e+01,-4.349484999999999602e+00,-3.246791900000000197e+01,1.889429099999999906e+01,-1.101682999999999968e+00,-2.029200099999999907e+01,1.027864199999999961e+01,-9.763540000000000552e-01,-4.599973000000000312e+00,1.242100199999999965e+01,4.848652999999999658e+00,-4.764476000000000155e+00,6.089011000000000173e+00,2.787551999999999808e+00,-2.426423000000000219e+00,5.603404000000000273e+00,0
2.996048499999999848e+01,3.078997000000000206e+00,-1.083013700000000057e+01,9.326622000000000412e+00,-2.608565000000000111e+01,-1.587658000000000014e+00,3.778767000000000209e+00,2.793858999999999870e+00,-1.558882599999999918e+01,9.533393000000000228e+00,2.348034999999999872e+00,-5.469942999999999778e+00,8.544923000000000712e+00,4.058551999999999715e+00,-7.119269000000000069e+00,8.094846999999999682e+00,3.755555999999999894e+00,-3.058275000000000077e+00,3.846795000000000186e+00,0
1.637142800000000165e+01,4.487886999999999738e+00,1.886771799999999999e+01,1.269535300000000078e+01,-1.999060999999999977e+00,-1.753265999999999991e+01,2.040475999999999956e+01,5.942835999999999785e+00,-1.083800100000000022e+01,6.040352999999999639e+00,-2.352987000000000162e+00,-9.851556999999999675e+00,1.310759200000000035e+01,5.132654999999999745e+00,-6.874012999999999707e+00,5.329094999999999693e+00,3.489132999999999818e+00,-5.376780000000000115e+00,7.064322999999999908e+00,0
2.352698699999999832e+01,2.968355999999999995e+00,3.266140899999999903e+01,1.752203000000000088e+01,5.403999999999999915e+00,-1.235580700000000043e+01,1.226889700000000083e+01,-9.691729999999999512e-01,-1.221363299999999974e+01,6.680913000000000324e+00,-1.730979000000000045e+00,-7.981939999999999813e+00,1.543763299999999994e+01,6.065202000000000204e+00,-6.863058999999999799e+00,1.138209299999999935e+01,3.037295999999999996e+00,-5.967067000000000121e+00,3.764454999999999885e+00,0
1.108514500000000069e+01,3.214748999999999857e+00,3.088701400000000064e+01,1.059717599999999926e+01,1.607331200000000138e+01,-1.254102400000000017e+01,1.694619099999999889e+01,6.476655000000000051e+00,-1.752254900000000148e+01,8.870113999999999166e+00,-1.838888000000000078e+00,-8.410011000000000791e+00,1.536474300000000071e+01,5.682191000000000436e+00,-8.875835000000000363e+00,8.875246999999999886e+00,3.685738999999999876e+00,-8.270981000000000805e+00,5.558224000000000053e+00,0
6.957410999999999568e+00,2.936774999999999913e+00,-2.575773999999999830e+01,1.023052999999999990e+01,-3.674245200000000011e+01,-2.059945000000000093e+01,1.934571199999999891e+01,-3.556341000000000196e+00,-6.248694999999999666e+00,6.406321000000000154e+00,3.199270999999999976e+00,-1.521045299999999934e+01,1.317441299999999949e+01,6.361326000000000036e+00,-7.858297999999999561e+00,9.361179999999999168e+00,4.693793000000000326e+00,-4.035859999999999559e+00,3.552296000000000120e+00,0
8.907799000000000689e+00,3.123638999999999832e+00,1.001830999999999916e+00,1.960088199999999858e+01,-3.255293100000000095e+01,-7.241662999999999961e+00,1.763773600000000030e+01,9.529073000000000349e+00,-7.446915999999999869e+00,4.189790999999999599e+00,-7.457260000000000000e-01,-7.457860000000000156e+00,1.116709700000000005e+01,4.963803000000000409e+00,-1.090710600000000063e+01,6.083366999999999969e+00,2.661275999999999975e+00,-9.832112000000000407e+00,4.809121000000000201e+00,0
3.194901659999999879e+02,3.559826869999999985e+02,7.516933350000000473e+02,3.124433099999999968e+02,2.122246600000000001e+02,-1.909944600000000037e+01,3.096248939999999834e+02,1.690383380000000102e+02,-3.086239300000000085e+01,3.413670149999999808e+02,1.208858469999999983e+02,-2.858071500000000142e+01,1.452474418999999898e+03,3.530097420000000170e+02,-1.163194000000000017e+01,2.054369854000000032e+03,3.574935939999999732e+02,-3.943744999999999834e+00,2.054123103999999785e+03,0
7.461541000000000423e+00,3.192188999999999943e+00,3.047761300000000162e+01,4.146567300000000245e+01,-2.957831999999999795e+00,-5.611726800000000281e+01,5.803628100000000245e+01,1.492095899999999986e+01,-1.573460700000000045e+01,3.827589199999999892e+01,1.443201299999999954e+01,-3.611589800000000139e+01,2.700981600000000071e+01,1.343806400000000068e+01,-4.133217899999999645e+01,2.860841299999999876e+01,1.254238100000000067e+01,-8.277395999999999532e+00,4.036584999999999646e+00,0
1.833405399999999830e+01,3.362073999999999785e+00,-9.150284700000000271e+01,4.410689800000000105e+01,-1.398965239999999994e+02,-1.768120300000000000e+01,2.356548899999999946e+01,6.181598000000000148e+00,-5.842519000000000240e+00,1.688998899999999992e+01,1.051838000000000051e+01,-7.494723999999999720e+00,1.255241700000000016e+01,5.802825999999999596e+00,-4.159390100000000245e+01,4.022574099999999930e+01,1.183751299999999951e+01,-8.085874999999999702e+00,6.587724999999999831e+00,0
4.365188700000000210e+01,2.541901999999999884e+00,-1.774717100000000158e+01,4.500598300000000052e+01,-8.799200399999999433e+01,-4.412393200000000348e+01,6.559786099999999465e+01,1.786681799999999853e+01,-3.562913000000000352e+01,1.371099300000000021e+01,-5.471587000000000423e+00,-2.102124399999999937e+01,4.588621100000000297e+01,1.561739599999999939e+01,-4.764254700000000042e+01,4.113951699999999789e+01,1.563942800000000055e+01,-8.064211000000000240e+00,5.811760999999999733e+00,0
3.389219200000000143e+01,3.914668999999999954e+00,-2.933753499999999903e+01,3.631891300000000200e+01,-6.795182599999999695e+01,-1.661903999999999826e+01,6.597782999999999731e+00,-1.085904299999999978e+01,-1.719785399999999953e+01,6.674704000000000192e+00,-2.336676999999999893e+00,-1.280651600000000023e+01,9.407038000000000011e+00,6.209036000000000222e+00,-4.571255999999999986e+00,4.291363999999999734e+00,2.148759999999999781e+00,-8.447388999999999371e+00,2.289563999999999933e+00,0
3.057772699999999944e+01,4.432222000000000328e+00,2.917623899999999892e+01,8.642293999999999699e+00,1.623042500000000032e+01,-2.132577099999999959e+01,9.540777000000000285e+00,-9.625890999999999309e+00,-1.552420099999999969e+01,7.867542000000000257e+00,-5.507571999999999690e+00,-1.065808499999999981e+01,2.203484600000000171e+01,6.869177999999999784e+00,-1.595668299999999995e+01,1.414605300000000021e+01,4.711502000000000301e+00,-4.439517000000000380e+00,6.615357999999999628e+00,0
1.717216300000000118e+01,2.748838000000000115e+00,4.490515400000000312e+01,8.212365699999999435e+01,-5.197059000000000140e+01,-3.353567600000000226e+01,1.949661599999999950e+01,-1.995089999999999919e-01,-1.264238600000000012e+01,7.733074000000000225e+00,8.902830000000000465e-01,-1.184215099999999943e+01,5.891226699999999994e+01,1.502271999999999963e+01,-7.436566000000000010e+00,1.055150599999999983e+01,4.101480999999999710e+00,-4.399410999999999738e+00,3.321279000000000092e+00,0
2.246306500000000028e+01,6.515240000000000364e+00,5.364772800000000075e+01,3.582044199999999989e+01,2.783235499999999973e+01,-3.650876800000000344e+01,1.853796600000000083e+01,-8.709303999999999490e+00,-2.516470699999999994e+01,1.518595900000000043e+01,1.060634000000000077e+00,-1.566126399999999919e+01,1.853026399999999896e+01,8.084452999999999889e+00,-1.066057299999999941e+01,7.899119999999999919e+00,4.195500000000000007e+00,-1.003841399999999950e+01,9.388294000000000139e+00,0
3.981877999999999673e+01,2.977343999999999991e+00,1.406859350000000006e+02,3.586929099999999693e+01,1.116401970000000006e+02,-1.135857799999999962e+01,1.508773899999999912e+01,4.638136000000000259e+00,-6.686401000000000039e+00,6.289298999999999751e+00,1.619941000000000075e+00,-8.159534000000000731e+00,1.061077399999999926e+01,5.252258000000000315e+00,-6.522215000000000096e+00,5.114336999999999911e+00,2.283288000000000206e+00,-6.911202000000000290e+00,5.104359999999999786e+00,0
3.687515799999999899e+01,3.125151999999999930e+00,4.774938800000000327e+01,1.169459900000000019e+01,3.326438999999999879e+01,-1.867237199999999930e+01,7.705435999999999730e+00,-5.326565000000000438e+00,-1.230135199999999962e+01,5.794560999999999851e+00,-2.383046000000000220e+00,-8.027853000000000350e+00,1.597323699999999924e+01,5.543428999999999718e+00,-6.046668000000000376e+00,4.318825000000000358e+00,2.154962999999999962e+00,-4.353964000000000389e+00,2.800717999999999819e+00,0
9.940528000000000475e+00,2.888672000000000128e+00,5.209837999999999880e+01,6.968638000000000332e+00,4.255400800000000316e+01,-2.056725799999999893e+01,1.543058599999999991e+01,3.049123999999999945e+00,-9.958550000000000679e+00,8.205467000000000510e+00,1.613760000000000083e+00,-1.824652899999999889e+01,7.782687000000000133e+00,5.716091999999999729e+00,-1.439337300000000042e+01,1.017713999999999963e+01,4.170773999999999759e+00,-4.459942999999999991e+00,5.552569000000000088e+00,0
1.609527500000000089e+01,2.093363999999999780e+00,3.131836420000000203e+02,1.314942580000000021e+02,1.031165050000000036e+02,-8.608644300000000271e+01,4.598890500000000259e+01,-1.232273499999999977e+01,-1.446371700000000082e+01,1.308910200000000046e+01,2.614742000000000122e+00,-6.289886700000000275e+01,9.765852999999999895e+00,1.911752200000000101e+01,-2.094397299999999973e+01,1.995681899999999942e+01,7.270583000000000240e+00,-9.484750999999999266e+00,2.535749000000000031e+00,0
1.239289400000000008e+01,2.332260000000000222e+00,3.198423839999999814e+02,1.503268119999999897e+02,1.572320180000000107e+02,-4.313720500000000158e+01,4.819860899999999759e+01,1.941120199999999940e+01,-4.302974300000000341e+01,3.262746299999999877e+01,1.279263000000000039e+00,-3.369496500000000339e+01,4.905461700000000036e+01,1.626260200000000111e+01,-1.483599700000000077e+01,3.351063899999999762e+01,7.892908000000000257e+00,-5.667459000000000024e+00,4.809503999999999557e+00,0
1.736579899999999910e+01,3.404015999999999931e+00,1.857821150000000046e+02,7.772941600000000051e+01,7.782036100000000545e+01,-7.238260699999999304e+01,5.130250999999999806e+01,7.034548000000000023e+00,-4.136035999999999824e+00,2.156082500000000124e+01,1.047286599999999979e+01,-3.648634500000000003e+01,4.315807499999999663e+01,1.832783200000000079e+01,-2.175206299999999970e+01,2.688973199999999864e+01,8.652236999999999512e+00,-4.626032999999999618e+00,4.315483999999999654e+00,0
1.686932799999999943e+01,3.294650999999999996e+00,-6.283572099999999949e+01,2.214820299999999875e+01,-8.688262199999999780e+01,-1.305001999999999995e+01,8.635344999999999160e+00,-3.936828000000000216e+00,-5.832313099999999650e+01,3.264903799999999734e+01,2.263459999999999916e-01,-2.701894499999999866e+01,3.943768599999999935e+01,1.493293599999999977e+01,-1.906582500000000024e+01,1.971953699999999898e+01,6.624768999999999686e+00,-5.351904000000000217e+00,6.045348999999999862e+00,0
2.860280600000000106e+01,3.651289999999999925e+00,-7.196464799999999684e+01,1.824395799999999923e+01,-9.242964299999999866e+01,-1.779336999999999946e+00,3.153852999999999795e+00,1.212787999999999977e+00,-1.204040099999999924e+01,8.549051000000000400e+00,-2.281158000000000019e+00,-8.091618000000000421e+00,1.438782199999999989e+01,5.671483000000000274e+00,-5.410929999999999573e+00,8.004426999999999737e+00,2.792339000000000127e+00,-9.284890000000000754e+00,6.053694000000000131e+00,0
2.459948781999999937e+03,6.677204600000000312e+01,-1.318576299999999968e+01,4.261539710000000127e+02,-7.022863029999999753e+02,-7.200831499999999608e+01,3.098062350000000151e+02,1.390181010000000015e+02,-2.569160199999999961e+01,2.474179900000000032e+01,-6.161480000000000068e+00,-3.469089000000000311e+01,7.155719000000000563e+01,2.143931399999999954e+01,-1.087949799999999989e+01,1.165628219999999970e+02,2.123905299999999841e+01,-1.235287899999999972e+01,1.236421019999999942e+02,0
1.120889464999999973e+03,3.472212999999999994e+00,-3.894777799999999957e+02,1.312336349999999925e+02,-5.531502739999999676e+02,-3.905813200000000052e+01,8.593158000000000740e+00,-2.808182499999999848e+01,-1.847285199999999961e+01,4.480450000000000266e+00,-9.376060999999999979e+00,-9.459872999999999976e+00,2.531699999999999923e-02,2.921939000000000064e+00,-6.327605000000000146e+00,1.876570000000000071e+00,2.151412999999999798e+00,-1.636184799999999839e+01,3.031570000000000098e-01,0
